geneName	family
ONI11309	8
ONI11801	8
ONI11923	8
ONI11936	8
ONI12073	8
ONI13820	8
ONI14197	8
ONI05847	8
ONI06206	8
ONI06433	8
ONI08189	8
ONI08222	8
ONI08253	8
ONI08378	8
ONI08614	8
ONI08659	8
ONI08665	8
ONI08673	8
ONI08706	8
ONI08729	8
ONI08999	8
ONI09315	8
ONI09497	8
ONI09527	8
ONH99091	8
ONH99244	8
ONH99357	8
ONH99940	8
ONI00156	8
ONI00160	8
ONI01193	8
ONI01448	8
ONI01516	8
ONI01921	8
ONI02010	8
ONI02240	8
ONI02303	8
ONI02346	8
ONI02527	8
ONI02688	8
ONI02697	8
ONI02885	8
ONI03115	8
ONI03860	8
ONI04225	8
ONI04226	8
ONI04516	8
ONI04559	8
ONI04850	8
ONI04921	8
ONI05188	8
ONI05194	8
ONH94181	8
ONH94185	8
ONH94307	8
ONH94969	8
ONH95022	8
ONH95333	8
ONH95363	8
ONH95429	8
ONH96035	8
ONH96049	8
ONH96168	8
ONH96390	8
ONH96536	8
ONH96601	8
ONH96625	8
ONH96689	8
ONH96897	8
ONH97666	8
ONH97837	8
ONH97838	8
ONH97999	8
ONH98211	8
ONH98216	8
ONH98272	8
ONH98305	8
ONH98763	8
ONH89632	8
ONH89643	8
ONH89725	8
ONH89808	8
ONH89809	8
ONH89832	8
ONH90372	8
ONH91625	8
ONH91831	8
ONH92343	8
ONH92353	8
ONH92510	8
ONH92574	8
ONH92996	8
ONH93331	8
ONH93475	8
ONI26822	8
ONI26830	8
ONI28332	8
ONI29728	8
ONI30692	8
ONI30821	8
ONI33743	8
ONI34876	8
ONI36360	8
ONI21568	8
ONI25512	8
ONI16348	8
ONI17510	8
ONI19196	8
ONI19243	8
ONI09767	8
ONI11114	8
ONI13778	8
ONI07181	8
ONI08687	8
ONH99718	8
ONI00568	8
ONI03223	8
ONI04100	8
ONI04257	8
ONI04721	8
ONH96339	8
ONH96891	8
ONH96945	8
ONH97827	8
ONH90298	8
ONH91074	8
ONH91245	8
ONH92665	8
ONH93939	8
ONI26461	8
ONI27415	8
ONI30939	8
ONI31430	8
ONI32938	8
ONI22432	8
ONI25153	8
ONI17677	8
ONI06782	8
ONI07780	8
ONH98932	8
ONH99517	8
ONH98218	8
ONH89530	8
ONH92203	8
ONI25286	8
ONI12212	8
ONI07786	8
ONH98314	8
ONI22434	8
ONI18419	8
ONI19202	8
ONI09639	8
ONI03928	8
ONH98284	8
ONI36138	8
ONI14774	8
ONI11668	8
ONI19340	8
ONI03285	8
ONI36140	8
ONI25908	8
ONI18667	8
ONI10629	8
ONI28777	8
ONI20112	8
ONI11669	8
ONI00602	8
ONH97159	8
ONI32559	8
ONI02533	8
ONI33613	8
ONI08727	8
ONI04846	8
ONH89667	8
ONI30040	8
ONI34942	8
ONH92850	8
ONI30433	8
ONI25090	8
ONI30779	8
ONI16569	8
ONH96513	8
ONH90270	8
ONH91573	8
ONI21509	8
ONI06014	8
ONI19214	8
ONI06176	8
ONI05350	8
ONH91410	8
ONI01515	8
ONH94187	8
ONH94188	8
ONH93860	8
ONH98283	8
ONH98303	8
ONH93717	8
ONI26056	10
ONI15888	10
ONI01153	10
ONH98593	10
ONI34511	10
ONI26057	11
ONI26058	11
ONI20177	11
ONI26068	13
ONI15121	13
ONH98958	13
ONI27890	13
ONI36276	13
ONI11780	13
ONI26071	15
ONI15112	15
ONI26080	17
ONI09936	17
ONI04986	17
ONI26083	18
ONI26085	18
ONI22339	18
ONI13883	18
ONI13890	18
ONI13892	18
ONH92164	18
ONH89479	18
ONH89480	18
ONI26093	19
ONI18100	19
ONI09685	19
ONH92990	19
ONI26095	20
ONI28314	20
ONI34446	20
ONI21500	20
ONI11490	20
ONI01344	20
ONH92963	20
ONI34171	20
ONH89576	20
ONH90968	20
ONI26100	23
ONI22341	23
ONI26102	24
ONI05352	24
ONI26103	25
ONH99007	25
ONH94222	25
ONI26106	26
ONI26307	26
ONI26349	26
ONI18787	26
ONI19676	26
ONI26112	27
ONI36357	27
ONI26114	28
ONI27919	28
ONH93430	28
ONI28088	28
ONI26115	29
ONI16054	29
ONI26121	30
ONI26128	30
ONI34212	30
ONI34246	30
ONI10470	30
ONH92927	30
ONH98203	30
ONI26122	31
ONI03784	31
ONI26123	32
ONI26130	32
ONI26131	32
ONI26132	32
ONI35078	32
ONI20847	32
ONI20858	32
ONI20910	32
ONI20911	32
ONI20912	32
ONI20921	32
ONI20923	32
ONI21067	32
ONI21346	32
ONI08057	32
ONH97984	32
ONH93825	32
ONI02071	32
ONI26125	33
ONI12803	33
ONI26732	33
ONI26133	34
ONH92923	34
ONI26138	35
ONH92919	35
ONI26139	36
ONI31061	36
ONI23546	36
ONI25713	36
ONH97942	36
ONH92912	36
ONI26141	37
ONI35789	37
ONI26145	38
ONI28618	38
ONI35237	38
ONI23617	38
ONI06001	38
ONI02380	38
ONI04603	38
ONI26147	39
ONI12318	39
ONH92911	39
ONI17246	39
ONI26148	40
ONI28008	40
ONI28109	40
ONI28111	40
ONI28112	40
ONI28219	40
ONI28220	40
ONI28224	40
ONI29061	40
ONI32627	40
ONI32631	40
ONI32632	40
ONI35314	40
ONI35315	40
ONI35470	40
ONI35473	40
ONI21291	40
ONI21983	40
ONI21987	40
ONI21993	40
ONI22631	40
ONI22633	40
ONI23830	40
ONI24899	40
ONI24902	40
ONI25066	40
ONI25067	40
ONI17226	40
ONI17264	40
ONI17887	40
ONI19198	40
ONI10055	40
ONI13702	40
ONI06606	40
ONI01207	40
ONI01208	40
ONI01209	40
ONI01210	40
ONI02692	40
ONI02693	40
ONI02695	40
ONI04260	40
ONI04385	40
ONI04864	40
ONH94333	40
ONH96367	40
ONH97438	40
ONH97439	40
ONH97440	40
ONH97442	40
ONH97487	40
ONH97497	40
ONH97921	40
ONH93969	40
ONH93970	40
ONH93971	40
ONH89485	40
ONH89487	40
ONI27802	40
ONI31787	40
ONI21292	40
ONI25586	40
ONI14714	40
ONI15220	40
ONI04386	40
ONI24900	40
ONI20207	40
ONI24901	40
ONH95210	40
ONI26153	41
ONI30833	41
ONI18013	41
ONI09630	41
ONI03732	41
ONH94161	41
ONI11822	41
ONI09627	41
ONH94578	41
ONI05771	41
ONI26159	44
ONI27527	44
ONI27528	44
ONI27529	44
ONI27530	44
ONI27532	44
ONI27534	44
ONI27535	44
ONI27537	44
ONI27538	44
ONI27542	44
ONI27544	44
ONI27546	44
ONI27611	44
ONI27612	44
ONI30832	44
ONI25202	44
ONI15552	44
ONI17579	44
ONI06920	44
ONI26167	46
ONH92901	46
ONI26170	47
ONI32283	47
ONH99535	47
ONI26181	49
ONI33547	49
ONI33877	49
ONI23343	49
ONI24297	49
ONI25490	49
ONI16771	49
ONI12204	49
ONI12476	49
ONI07339	49
ONH99028	49
ONH99513	49
ONH99618	49
ONI00294	49
ONI02663	49
ONI02961	49
ONI03998	49
ONH92243	49
ONI30728	49
ONI23160	49
ONI23900	49
ONI13990	49
ONI07159	49
ONI07888	49
ONI08415	49
ONI08597	49
ONI08598	49
ONH95966	49
ONH91269	49
ONI31808	49
ONI32562	49
ONH96966	49
ONI32740	49
ONH96742	49
ONI28048	49
ONI15211	49
ONI06003	49
ONI06004	49
ONH99741	49
ONH97250	49
ONH97252	49
ONH97256	49
ONH97260	49
ONH94633	49
ONI26189	51
ONI30584	51
ONI32400	51
ONI32401	51
ONI33472	51
ONI17482	51
ONI19255	51
ONI14008	51
ONI08448	51
ONI08677	51
ONH95052	51
ONH97069	51
ONH90512	51
ONI19427	51
ONH91835	51
ONH91838	51
ONI26196	53
ONI26989	53
ONI32544	53
ONI13244	53
ONH96204	53
ONH96206	53
ONH98474	53
ONH91017	53
ONH91024	53
ONH91025	53
ONH91026	53
ONH91027	53
ONH92875	53
ONI26200	54
ONI25889	54
ONI10770	54
ONH92167	54
ONH92813	54
ONH92871	54
ONI26202	55
ONI26214	55
ONI26203	56
ONI26204	56
ONI28773	56
ONI32553	56
ONI34652	56
ONI15572	56
ONI19789	56
ONI10286	56
ONI14387	56
ONI14408	56
ONI00640	56
ONH96976	56
ONH97521	56
ONH97784	56
ONH91032	56
ONH92238	56
ONI15543	56
ONI26210	59
ONI18349	59
ONI13433	59
ONI13435	59
ONI13436	59
ONI14348	59
ONI05114	59
ONH92870	59
ONI31526	59
ONI26219	61
ONH92859	61
ONI26226	64
ONI30181	64
ONI26227	65
ONH93579	65
ONI26229	66
ONI04501	66
ONI26233	67
ONI30125	67
ONI20266	67
ONI20268	67
ONI20271	67
ONI15360	67
ONI10441	67
ONH99221	67
ONI04492	67
ONI04493	67
ONI04495	67
ONI04496	67
ONI04499	67
ONH92679	67
ONI26235	68
ONI14656	68
ONI00178	68
ONI00179	68
ONI03449	68
ONH90070	68
ONI26236	69
ONI30520	69
ONI33107	69
ONI25631	69
ONI08404	69
ONH97634	69
ONI26237	70
ONI33838	70
ONI00763	70
ONI00770	70
ONI26238	71
ONI26239	71
ONI26240	71
ONI30311	71
ONI06748	71
ONI08244	71
ONI08246	71
ONI26242	72
ONI27296	72
ONI24313	72
ONI24322	72
ONI24323	72
ONI24324	72
ONI16064	72
ONI16500	72
ONI16501	72
ONI07526	72
ONI00277	72
ONI00278	72
ONI03352	72
ONI04443	72
ONH96082	72
ONH96083	72
ONH96084	72
ONH96093	72
ONH96100	72
ONH96101	72
ONH96103	72
ONH96104	72
ONH96105	72
ONH96106	72
ONH96107	72
ONH96109	72
ONH96110	72
ONH96309	72
ONH98759	72
ONH90800	72
ONI15961	72
ONI13259	72
ONI17954	72
ONI26244	73
ONH89714	73
ONI26255	76
ONI15521	76
ONH97724	76
ONI26263	78
ONI34904	78
ONI34905	78
ONH93564	78
ONI26265	79
ONI13593	79
ONH98105	79
ONI02879	79
ONI04692	79
ONH92647	79
ONI26268	80
ONI30003	80
ONI36179	80
ONI06084	80
ONI01252	80
ONI26269	81
ONI27737	81
ONI23155	81
ONI04762	81
ONI04765	81
ONH94469	81
ONI13736	81
ONI26273	82
ONH90488	82
ONH94565	82
ONI26277	83
ONI30960	83
ONI30961	83
ONI35248	83
ONI36414	83
ONI36417	83
ONI20262	83
ONI23605	83
ONI23607	83
ONI23608	83
ONI23609	83
ONI23610	83
ONI23611	83
ONI16621	83
ONI16623	83
ONI10044	83
ONI12453	83
ONI12838	83
ONI13013	83
ONI08013	83
ONI09304	83
ONH99224	83
ONH99225	83
ONH99227	83
ONH99229	83
ONH99230	83
ONH99231	83
ONH99232	83
ONH99233	83
ONH99235	83
ONH99238	83
ONH99240	83
ONH99242	83
ONI00425	83
ONI01348	83
ONI01377	83
ONI01380	83
ONI01381	83
ONI01382	83
ONI01384	83
ONI01538	83
ONI01743	83
ONI01747	83
ONI01748	83
ONI05292	83
ONH95607	83
ONH95615	83
ONH95664	83
ONH95665	83
ONH96066	83
ONH96075	83
ONH96077	83
ONH96078	83
ONH92259	83
ONH89477	83
ONI27937	83
ONI12840	83
ONI01746	83
ONI08066	83
ONI16624	83
ONH99239	83
ONI01745	83
ONI05291	83
ONI12839	83
ONI26278	84
ONH93563	84
ONI15953	84
ONI26279	85
ONI28974	85
ONI16289	85
ONI26174	85
ONI21008	85
ONI21040	85
ONI09778	85
ONI09779	85
ONH94237	85
ONI04712	85
ONI09780	85
ONI09781	85
ONI02694	85
ONI26280	86
ONI04751	86
ONH93562	86
ONI26282	87
ONI20602	87
ONH98282	87
ONH98304	87
ONI36248	87
ONI16169	87
ONH97034	87
ONH92756	87
ONH97693	87
ONI26286	88
ONI04750	88
ONH99345	88
ONI26300	89
ONI32937	89
ONI33049	89
ONI33802	89
ONI33803	89
ONI15357	89
ONI15775	89
ONH97556	89
ONI26303	91
ONI34148	91
ONH93558	91
ONI15965	91
ONI26308	92
ONI26309	92
ONI26310	92
ONI26311	92
ONI04742	92
ONI26317	95
ONI27142	95
ONI27143	95
ONI27144	95
ONI27146	95
ONI26325	97
ONI26326	97
ONI26327	98
ONI26331	98
ONH93547	98
ONI26333	101
ONI21289	101
ONI19375	101
ONI06154	101
ONI02179	101
ONI03294	101
ONH93541	101
ONI31903	101
ONI09443	101
ONH90239	101
ONI26334	102
ONI19266	102
ONI26336	104
ONI24348	104
ONI26344	107
ONI31403	107
ONH93538	107
ONI26347	108
ONI04813	108
ONI26350	109
ONH93535	109
ONI26351	110
ONI04814	110
ONI26354	111
ONI29208	111
ONI24167	111
ONI24169	111
ONI10355	111
ONI10939	111
ONI10940	111
ONI12367	111
ONI10420	111
ONI12365	111
ONI26359	112
ONI31717	112
ONI35037	112
ONI35040	112
ONI35866	112
ONI24158	112
ONI24177	112
ONI25081	112
ONI15980	112
ONI11229	112
ONI02148	112
ONH98095	112
ONH93531	112
ONI26360	113
ONI25240	113
ONI15718	113
ONI06971	113
ONH97922	113
ONI29654	113
ONI33180	113
ONI20637	113
ONI23993	113
ONI25556	113
ONI07625	113
ONI01564	113
ONI03113	113
ONI15513	113
ONI10614	113
ONH95083	113
ONI23584	113
ONI25742	113
ONI18265	113
ONI26363	115
ONI16045	115
ONI04822	115
ONI26365	116
ONI06551	116
ONH93526	116
ONI33849	116
ONI27637	116
ONI26366	117
ONI28563	117
ONH93525	117
ONI26367	118
ONI26395	118
ONI10478	118
ONI26368	119
ONH93524	119
ONI26373	120
ONI33714	120
ONI15507	120
ONI16217	120
ONI02317	120
ONI02662	120
ONH94875	120
ONH98340	120
ONH90369	120
ONH91930	120
ONH97717	120
ONH99681	120
ONI18739	120
ONI26382	121
ONI26383	121
ONI26388	123
ONI26389	123
ONI26390	123
ONI26391	123
ONI26392	123
ONI07887	123
ONI26398	125
ONI18096	125
ONH99322	125
ONH93478	125
ONI26399	126
ONI28629	126
ONI10376	126
ONI10406	126
ONI12822	126
ONI26411	128
ONI30893	128
ONI21265	128
ONI21266	128
ONI18324	128
ONI11476	128
ONI11477	128
ONI09499	128
ONI09502	128
ONI00987	128
ONI01700	128
ONI26412	129
ONI32439	129
ONI26413	130
ONI26414	130
ONI26415	130
ONI26416	130
ONI27179	130
ONI33426	130
ONI20626	130
ONI21754	130
ONI23535	130
ONI14971	130
ONI18175	130
ONI09753	130
ONI02781	130
ONI03236	130
ONH95149	130
ONH95157	130
ONH95159	130
ONH93472	130
ONI33385	130
ONI26422	131
ONH93460	131
ONI26425	132
ONI32228	132
ONI26429	134
ONI27526	134
ONI27878	134
ONI28091	134
ONI28094	134
ONI29096	134
ONI30438	134
ONI36348	134
ONI20320	134
ONI23538	134
ONI23740	134
ONI24220	134
ONI24473	134
ONI24955	134
ONI25263	134
ONI25881	134
ONI14737	134
ONI14942	134
ONI15639	134
ONI16656	134
ONI19601	134
ONI09770	134
ONI10756	134
ONI12394	134
ONI06038	134
ONI06432	134
ONI00345	134
ONI02754	134
ONI02924	134
ONI03302	134
ONI04204	134
ONI04302	134
ONH95452	134
ONH96388	134
ONH98116	134
ONH89747	134
ONH91733	134
ONH91949	134
ONH92730	134
ONH94095	134
ONH94109	134
ONI14261	134
ONI32352	134
ONI34283	134
ONI34284	134
ONI36346	134
ONI22221	134
ONI22303	134
ONI23807	134
ONI15915	134
ONI15949	134
ONI16870	134
ONI19755	134
ONI09645	134
ONI10583	134
ONI11451	134
ONI12568	134
ONI09327	134
ONI00111	134
ONI01968	134
ONI02253	134
ONI02334	134
ONH97137	134
ONH98241	134
ONH90275	134
ONH91202	134
ONI08420	134
ONH98064	134
ONH92242	134
ONI06225	134
ONI14278	134
ONI05951	134
ONI26431	135
ONI25469	135
ONI11912	135
ONI14549	135
ONI06129	135
ONH98946	135
ONH92050	135
ONI21819	135
ONH96325	135
ONI26449	142
ONI23536	142
ONI20719	142
ONI25694	142
ONI31150	142
ONI05467	142
ONH99885	142
ONI26455	143
ONI26456	143
ONI26459	146
ONI18701	146
ONI26460	147
ONI26763	147
ONI26841	147
ONI26926	147
ONI26927	147
ONI26945	147
ONI26946	147
ONI26947	147
ONI26948	147
ONI26952	147
ONI26953	147
ONI26956	147
ONI26961	147
ONI26965	147
ONI26966	147
ONI26967	147
ONI26968	147
ONI26969	147
ONI26970	147
ONI26972	147
ONI26974	147
ONI26977	147
ONI26978	147
ONI26979	147
ONI27002	147
ONI27003	147
ONI27005	147
ONI27006	147
ONI27007	147
ONI27008	147
ONI27009	147
ONI27010	147
ONI27011	147
ONI29881	147
ONI14298	147
ONI06334	147
ONI00948	147
ONH89732	147
ONH93016	147
ONH93017	147
ONH93018	147
ONH93019	147
ONI26971	147
ONI26973	147
ONI29884	147
ONI29885	147
ONI13665	147
ONH93014	147
ONH93015	147
ONH93020	147
ONH93021	147
ONI26957	147
ONI26959	147
ONI26473	149
ONI08449	149
ONI27197	149
ONI14984	149
ONI10982	149
ONI26476	150
ONI26477	150
ONI26837	150
ONI27433	150
ONI29673	150
ONI31499	150
ONI33763	150
ONI34423	150
ONI35514	150
ONI14681	150
ONI15744	150
ONI15834	150
ONI16030	150
ONI16032	150
ONI04852	150
ONI04853	150
ONH98051	150
ONH98193	150
ONH93140	150
ONH93436	150
ONH93440	150
ONI02613	150
ONH98388	150
ONI26479	151
ONI29018	151
ONI21153	151
ONI26482	152
ONI36215	152
ONI16472	152
ONH91971	152
ONH91973	152
ONH93423	152
ONI31001	152
ONI26483	153
ONI28963	153
ONI22111	153
ONI26484	154
ONI04859	154
ONH93421	154
ONI26489	155
ONI24717	155
ONI15597	155
ONH99541	155
ONH99753	155
ONI03821	155
ONI04865	155
ONH97801	155
ONH93419	155
ONI22331	155
ONI26491	157
ONI26492	157
ONI26497	157
ONI26501	157
ONI26502	157
ONI26507	157
ONI26508	157
ONI28877	157
ONI29578	157
ONI30273	157
ONI30274	157
ONI08180	157
ONI30275	157
ONI26511	159
ONI26512	159
ONI26524	159
ONI13785	159
ONI09534	159
ONI26525	160
ONI17205	160
ONI19413	160
ONI09173	160
ONH97762	160
ONI26526	161
ONI07601	161
ONH90435	161
ONI26528	162
ONI04872	162
ONH93411	162
ONI26532	163
ONH93409	163
ONI26556	164
ONI25756	164
ONI07648	164
ONI29713	164
ONI15119	164
ONI26558	165
ONI04879	165
ONI26561	166
ONI34369	166
ONI16170	166
ONI04880	166
ONI26562	167
ONI11622	167
ONI26576	168
ONI26577	168
ONI26580	168
ONI26581	168
ONI26583	168
ONI26585	168
ONH93097	168
ONH93377	168
ONH93378	168
ONH93388	168
ONH89467	168
ONH89468	168
ONI26579	170
ONH95076	170
ONI26582	171
ONI17141	171
ONI26584	172
ONI28951	172
ONI33653	172
ONI16632	172
ONI16634	172
ONI11203	172
ONI11205	172
ONI11254	172
ONI11255	172
ONI11256	172
ONI11257	172
ONI11258	172
ONI11259	172
ONI11260	172
ONI11261	172
ONI11263	172
ONI11264	172
ONI11265	172
ONI11269	172
ONI11271	172
ONI11272	172
ONI11277	172
ONI11278	172
ONI11279	172
ONI11280	172
ONI11281	172
ONI11282	172
ONI11283	172
ONI11284	172
ONI11285	172
ONI11286	172
ONI11288	172
ONI11289	172
ONI13562	172
ONI14007	172
ONH95091	172
ONI11267	172
ONI11276	172
ONI11266	172
ONI12324	172
ONI26587	173
ONH93371	173
ONI26599	175
ONI26602	175
ONI26096	175
ONI34367	175
ONI20358	175
ONI20418	175
ONI25919	175
ONI10748	175
ONI05299	175
ONI05874	175
ONI05877	175
ONI01821	175
ONH98762	175
ONH90095	175
ONH92586	175
ONH93170	175
ONI18412	175
ONI18418	175
ONI12942	175
ONI07492	175
ONI07495	175
ONI07500	175
ONH99324	175
ONH99325	175
ONH99326	175
ONH99328	175
ONI07494	175
ONI26607	176
ONH93350	176
ONI26608	177
ONI35826	177
ONI04914	177
ONH93991	177
ONI26609	178
ONI35326	178
ONI22115	178
ONI22721	178
ONI24407	178
ONI17678	178
ONI05385	178
ONI06055	178
ONI06803	178
ONI04919	178
ONH92585	178
ONI25121	178
ONI14174	178
ONH96303	178
ONI05397	178
ONI06795	178
ONI07075	178
ONI01035	178
ONI04909	178
ONI06052	178
ONI23050	178
ONI26610	179
ONH93349	179
ONI26611	180
ONI21812	180
ONH96305	180
ONI25131	180
ONI26612	181
ONI00149	181
ONI26613	182
ONI32139	182
ONI19828	182
ONH94769	182
ONH94770	182
ONI18436	182
ONI10324	182
ONI26614	183
ONI24267	183
ONI26619	184
ONI26620	184
ONH93329	184
ONI26622	185
ONI29101	185
ONI31240	185
ONI35633	185
ONI21748	185
ONI15025	185
ONI03574	185
ONH94631	185
ONH95699	185
ONH93721	185
ONI26648	187
ONI29173	187
ONI23877	187
ONI24444	187
ONI00713	187
ONI03070	187
ONI03505	187
ONH96688	187
ONH91342	187
ONI26650	188
ONI26651	188
ONI27651	188
ONI30544	188
ONI30545	188
ONI30547	188
ONI30549	188
ONI32541	188
ONI34812	188
ONI34814	188
ONI34815	188
ONI35927	188
ONI35928	188
ONI35929	188
ONI35930	188
ONI36018	188
ONI21018	188
ONI23711	188
ONI24226	188
ONI24228	188
ONI25801	188
ONI17864	188
ONI19459	188
ONI19488	188
ONI11302	188
ONI14294	188
ONI07736	188
ONI08417	188
ONI01810	188
ONI03300	188
ONI04202	188
ONI04208	188
ONH94952	188
ONH89998	188
ONH93320	188
ONI30542	188
ONI30546	188
ONI30548	188
ONI19473	188
ONI30550	188
ONI19458	188
ONI07724	188
ONI32188	188
ONI09261	188
ONH94956	188
ONH96294	188
ONI36021	188
ONI11300	188
ONI06580	188
ONI26667	193
ONI26670	193
ONI34827	193
ONI36429	193
ONI20946	193
ONI24861	193
ONI25496	193
ONI05409	193
ONH93302	193
ONH93304	193
ONI26672	194
ONI35125	194
ONI26673	195
ONI23029	195
ONI24193	195
ONI25308	195
ONI00319	195
ONI03317	195
ONH92225	195
ONH93300	195
ONI26674	196
ONH98803	196
ONI26677	198
ONI21825	198
ONI11817	198
ONI26679	199
ONH93291	199
ONI26693	201
ONI30784	201
ONI20808	201
ONI14887	201
ONI14194	201
ONH89925	201
ONI26696	202
ONI16735	202
ONI10678	202
ONI11317	202
ONI12448	202
ONH99813	202
ONI04956	202
ONH93270	202
ONI26699	203
ONI30797	203
ONI30970	203
ONI32679	203
ONI34573	203
ONI35153	203
ONI22880	203
ONI22883	203
ONI24429	203
ONI24685	203
ONI25237	203
ONI19745	203
ONI14300	203
ONI05720	203
ONI06170	203
ONI07751	203
ONI08657	203
ONH95021	203
ONH96995	203
ONH89695	203
ONH93252	203
ONI26712	205
ONI24344	205
ONI00254	205
ONI26724	207
ONI26774	207
ONH93235	207
ONI26725	208
ONI08764	208
ONI08814	208
ONH92726	208
ONI26727	209
ONH89871	209
ONH93224	209
ONI26729	210
ONI10053	210
ONI29042	210
ONI05189	210
ONI26737	212
ONI05582	212
ONH93214	212
ONI26738	213
ONI30872	213
ONI30876	213
ONI30878	213
ONI31257	213
ONI19204	213
ONI26740	214
ONI26742	214
ONI26744	214
ONI26749	214
ONI26750	214
ONI26752	214
ONI26754	214
ONI26762	214
ONI31346	214
ONI32091	214
ONI09118	214
ONH91572	214
ONI31347	214
ONI31792	214
ONH94644	214
ONI25041	214
ONI09545	214
ONI22516	214
ONI10192	214
ONI03126	214
ONI26741	215
ONH89804	215
ONI14268	215
ONI26764	216
ONI09917	216
ONI10479	216
ONI26769	217
ONH93205	217
ONI26772	218
ONI33417	218
ONI17814	218
ONH93204	218
ONI26775	219
ONI20762	219
ONI26776	220
ONI26777	220
ONI27899	220
ONI28202	220
ONI28206	220
ONI28903	220
ONI30401	220
ONI30434	220
ONI34383	220
ONI34384	220
ONI20269	220
ONI20270	220
ONI20311	220
ONI20324	220
ONI20325	220
ONI20326	220
ONI20424	220
ONI21264	220
ONI14746	220
ONI16164	220
ONI16599	220
ONI16600	220
ONI16602	220
ONI16603	220
ONI16605	220
ONI18228	220
ONI18229	220
ONI18232	220
ONI18233	220
ONI18235	220
ONI18236	220
ONI18237	220
ONI18238	220
ONI19607	220
ONI11864	220
ONI12184	220
ONI12442	220
ONI12443	220
ONI13388	220
ONI13539	220
ONI14097	220
ONI14098	220
ONI14099	220
ONI14102	220
ONI01707	220
ONI02504	220
ONI04185	220
ONI04186	220
ONH94236	220
ONH94790	220
ONH94813	220
ONH94862	220
ONH94864	220
ONH94919	220
ONH95321	220
ONH95325	220
ONH98318	220
ONH98855	220
ONH98856	220
ONH98857	220
ONH92568	220
ONH93201	220
ONH93979	220
ONI28179	220
ONI23207	220
ONI25402	220
ONI25403	220
ONI14690	220
ONI17230	220
ONI18043	220
ONI14254	220
ONI07194	220
ONI07401	220
ONH97528	220
ONH94004	220
ONI34385	220
ONI15447	220
ONI15759	220
ONI04184	220
ONI18231	220
ONI18234	220
ONI26778	221
ONH90919	221
ONI26781	222
ONI28200	222
ONI15363	222
ONI13008	222
ONI26782	223
ONI32374	223
ONI32377	223
ONI32752	223
ONI34871	223
ONI36058	223
ONI24401	223
ONI25820	223
ONI17192	223
ONI17193	223
ONI17194	223
ONI17244	223
ONI19359	223
ONI12048	223
ONI06990	223
ONI06992	223
ONI06993	223
ONI06995	223
ONI06998	223
ONI06999	223
ONI07000	223
ONI09330	223
ONI00288	223
ONI03472	223
ONH95084	223
ONH95086	223
ONH95088	223
ONH95089	223
ONH95090	223
ONH95092	223
ONH97089	223
ONH97090	223
ONH92213	223
ONH92216	223
