geneName	family
ONI20268	53
ONI20271	53
ONI15360	53
ONI10441	53
ONH99221	53
ONI04492	53
ONI04493	53
ONI04495	53
ONI04496	53
ONI04499	53
ONH92679	53
ONI26235	54
ONI14656	54
ONI00178	54
ONI00179	54
ONI03449	54
ONI26236	55
ONI30520	55
ONI33107	55
ONI25631	55
ONI08404	55
ONH97634	55
ONI26237	56
ONI33838	56
ONI00763	56
ONI00770	56
ONI26238	57
ONI26239	57
ONI26240	57
ONI30311	57
ONI06748	57
ONI08244	57
ONI08246	57
ONI26255	60
ONI15521	60
ONH97724	60
ONI26263	62
ONH93564	62
ONI26264	63
ONI21729	63
ONI01094	63
ONI26265	64
ONI13593	64
ONI04682	64
ONI04686	64
ONI04688	64
ONH98105	64
ONI30312	64
ONI04679	64
ONI04684	64
ONI04685	64
ONI04692	64
ONH92647	64
ONI02879	64
ONH94468	64
ONI26269	65
ONI27737	65
ONI23155	65
ONI04762	65
ONI04765	65
ONH94469	65
ONI13736	65
ONI26277	66
ONI27937	66
ONI30960	66
ONI30961	66
ONI35248	66
ONI36414	66
ONI36417	66
ONI20262	66
ONI23605	66
ONI23607	66
ONI23608	66
ONI23609	66
ONI23610	66
ONI23611	66
ONI16621	66
ONI16623	66
ONI10044	66
ONI12453	66
ONI12838	66
ONI12840	66
ONI13013	66
ONI08013	66
ONI08066	66
ONI09304	66
ONH99224	66
ONH99225	66
ONH99227	66
ONH99229	66
ONH99230	66
ONH99231	66
ONH99232	66
ONH99233	66
ONH99235	66
ONH99238	66
ONH99240	66
ONH99242	66
ONI00425	66
ONI01348	66
ONI01377	66
ONI01380	66
ONI01381	66
ONI01382	66
ONI01384	66
ONI01538	66
ONI01743	66
ONI01746	66
ONI01747	66
ONI01748	66
ONI05292	66
ONH95607	66
ONH95615	66
ONH95664	66
ONH95665	66
ONH96066	66
ONH96075	66
ONH96077	66
ONH96078	66
ONH92259	66
ONH89477	66
ONI01745	66
ONI26278	67
ONH93563	67
ONI26280	68
ONI04751	68
ONH93562	68
ONI26303	70
ONI34148	70
ONH93558	70
ONI15965	70
ONI27043	70
ONH97522	70
ONI26308	71
ONI26309	71
ONI26310	71
ONI26311	71
ONI04742	71
ONI26313	72
ONI26314	72
ONI35864	72
ONH93552	72
ONI01668	72
ONH93551	72
ONI26327	75
ONI26331	75
ONH93547	75
ONI26333	77
ONI31903	77
ONI21289	77
ONI19375	77
ONI06154	77
ONI09443	77
ONI01080	77
ONI02179	77
ONI03294	77
ONI05285	77
ONH95295	77
ONH90239	77
ONH93541	77
ONI32767	77
ONI26334	78
ONI19266	78
ONI26344	81
ONI31403	81
ONH93538	81
ONI26347	82
ONI34304	82
ONI16106	82
ONI04813	82
ONI26350	83
ONI35378	83
ONI15264	83
ONH93535	83
ONI02491	83
ONI26351	84
ONI04814	84
ONI26359	85
ONI31717	85
ONI35037	85
ONI35040	85
ONI35866	85
ONI24158	85
ONI24177	85
ONI25081	85
ONI15980	85
ONI11229	85
ONI02148	85
ONH98095	85
ONH93531	85
ONI26363	87
ONI04822	87
ONI26365	88
ONI33849	88
ONI06551	88
ONH93526	88
ONI27637	88
ONI26366	89
ONI28563	89
ONH93525	89
ONI26367	90
ONI26395	90
ONI10478	90
ONI26368	91
ONH93524	91
ONI26382	92
ONI26383	92
ONI26388	94
ONI26389	94
ONI26390	94
ONI26391	94
ONI26392	94
ONI07887	94
ONI26398	96
ONI18096	96
ONH99322	96
ONH93478	96
ONI26399	97
ONI28629	97
ONI10376	97
ONI10406	97
ONI12822	97
ONI26411	99
ONI30893	99
ONI21265	99
ONI21266	99
ONI18324	99
ONI11476	99
ONI11477	99
ONI09499	99
ONI09502	99
ONI00987	99
ONI01700	99
ONI26412	100
ONI32439	100
ONI26422	103
ONH93460	103
ONI26425	104
ONI32228	104
ONI26431	106
ONI25469	106
ONI11912	106
ONI14549	106
ONI06129	106
ONH98946	106
ONH92050	106
ONI21819	106
ONH96325	106
ONI26432	107
ONI27608	107
ONI26473	115
ONI08449	115
ONI27197	115
ONI14984	115
ONI10982	115
ONI26479	117
ONI29018	117
ONI21153	117
ONI26482	118
ONI31001	118
ONI36215	118
ONI16472	118
ONH91971	118
ONH91973	118
ONH93423	118
ONI26483	119
ONI28963	119
ONI22111	119
ONI26484	120
ONI04859	120
ONH93421	120
ONI26489	121
ONI24717	121
ONI15597	121
ONH99541	121
ONH99753	121
ONI03821	121
ONI04865	121
ONH93419	121
ONI22331	121
ONH97801	121
ONI26491	123
ONI26492	123
ONI26497	123
ONI26501	123
ONI26502	123
ONI26507	123
ONI26508	123
ONI28877	123
ONI29578	123
ONI30273	123
ONI30274	123
ONI08180	123
ONI26509	123
ONI30275	123
ONI26495	124
ONI26633	124
ONI26922	124
ONI27520	124
ONI28204	124
ONI28985	124
ONI29155	124
ONI29159	124
ONI29170	124
ONI29310	124
ONI29342	124
ONI29458	124
ONI29575	124
ONI29602	124
ONI30200	124
ONI31400	124
ONI32988	124
ONI20357	124
ONI21019	124
ONI21208	124
ONI21377	124
ONI21781	124
ONI21794	124
ONI21810	124
ONI21863	124
ONI22867	124
ONI22892	124
ONI16508	124
ONI16552	124
ONI16575	124
ONI16664	124
ONI16743	124
ONI16920	124
ONI17360	124
ONI11204	124
ONI13032	124
ONI13896	124
ONI13897	124
ONI14090	124
ONI05761	124
ONI06297	124
ONI06444	124
ONI06473	124
ONI06474	124
ONI01163	124
ONI01393	124
ONI01494	124
ONI02149	124
ONI02363	124
ONI02465	124
ONH94294	124
ONH94771	124
ONH94828	124
ONH94863	124
ONH95177	124
ONH95211	124
ONH90342	124
ONH90445	124
ONH90473	124
ONH90513	124
ONH90524	124
ONH90529	124
ONI28988	124
ONI29522	124
ONI16751	124
ONI06104	124
ONH95864	124
ONI13958	124
ONI13961	124
ONH94709	124
ONI26511	125
ONI26512	125
ONI26524	125
ONI13785	125
ONI09534	125
ONI26525	126
ONI17205	126
ONI19413	126
ONI19713	126
ONI09173	126
ONH97762	126
ONH92674	126
ONI29403	126
ONH94168	126
ONI26526	127
ONI07601	127
ONH90435	127
ONI26528	128
ONI04872	128
ONI26532	129
ONH93409	129
ONI26556	130
ONI29713	130
ONI25756	130
ONI07648	130
ONI15119	130
ONI26558	131
ONI04879	131
ONI26562	132
ONI11622	132
ONI26579	133
ONH95076	133
ONI26582	134
ONI17141	134
ONI26584	135
ONI28951	135
ONI33653	135
ONI16632	135
ONI16634	135
ONI11203	135
ONI11205	135
ONI11254	135
ONI11255	135
ONI11256	135
ONI11257	135
ONI11258	135
ONI11259	135
ONI11260	135
ONI11261	135
ONI11263	135
ONI11264	135
ONI11265	135
ONI11266	135
ONI11267	135
ONI11269	135
ONI11271	135
ONI11272	135
ONI11276	135
ONI11277	135
ONI11278	135
ONI11279	135
ONI11280	135
ONI11281	135
ONI11282	135
ONI11283	135
ONI11284	135
ONI11285	135
ONI11286	135
ONI11288	135
ONI11289	135
ONI12324	135
ONI13562	135
ONI14007	135
ONH95091	135
ONH95748	135
ONH95743	135
ONI26607	137
ONH93350	137
ONI26609	139
ONI04919	139
ONI35326	139
ONI22115	139
ONI22721	139
ONI24407	139
ONI25121	139
ONI17678	139
ONI14174	139
ONI05385	139
ONI06055	139
ONI06803	139
ONH96303	139
ONH92585	139
ONI05397	139
ONI06052	139
ONI06795	139
ONI07075	139
ONI01035	139
ONI23050	139
ONI04909	139
ONI26611	140
ONI32382	140
ONI21812	140
ONI25131	140
ONI14531	140
ONH96305	140
ONH90410	140
ONH90419	140
ONI26614	142
ONI24267	142
ONI26619	143
ONI26620	143
ONI26623	144
ONI29287	144
ONI26650	146
ONI26651	146
ONI27651	146
ONI30544	146
ONI30545	146
ONI30547	146
ONI30549	146
ONI32541	146
ONI34812	146
ONI34814	146
ONI34815	146
ONI35927	146
ONI35928	146
ONI35929	146
ONI35930	146
ONI36018	146
ONI21018	146
ONI23711	146
ONI24226	146
ONI24228	146
ONI25801	146
ONI17864	146
ONI19459	146
ONI19488	146
ONI11302	146
ONI14294	146
ONI07736	146
ONI08417	146
ONI01810	146
ONI03300	146
ONI04202	146
ONI04208	146
ONH94952	146
ONH89998	146
ONH93320	146
ONI30542	146
ONI30546	146
ONI30548	146
ONI19473	146
ONI30550	146
ONI19458	146
ONI07724	146
ONI32188	146
ONI09261	146
ONH94956	146
ONH96294	146
ONI06580	146
ONI11300	146
ONI26652	147
ONI10129	147
ONI13085	147
ONI26672	151
ONI35125	151
ONI26674	152
ONH98803	152
ONI26677	154
ONI21825	154
ONI11817	154
ONI26679	155
ONH93291	155
ONI26693	157
ONI30686	157
ONI30784	157
ONI33826	157
ONI20808	157
ONI24437	157
ONI14887	157
ONI17866	157
ONI18788	157
ONI12820	157
ONI14194	157
ONI14366	157
ONI14476	157
ONI03500	157
ONH94275	157
ONH89925	157
ONI30245	157
ONI18953	157
ONI15449	157
ONI32456	157
ONI05733	157
ONH96868	157
ONH97645	157
ONI26699	159
ONI30797	159
ONI30970	159
ONI32679	159
ONI34573	159
ONI35153	159
ONI22880	159
ONI22883	159
ONI24429	159
ONI24685	159
ONI25237	159
ONI19745	159
ONI14300	159
ONI05720	159
ONI06170	159
ONI07751	159
ONI08657	159
ONH95021	159
ONH96995	159
ONH89695	159
ONH93252	159
ONI30956	159
ONI32448	159
ONI23265	159
ONI17521	159
ONI18978	159
ONI10908	159
ONI04472	159
ONI26712	161
ONI24344	161
ONI00254	161
ONI26714	162
ONI10333	162
ONI12834	162
ONI24890	162
ONI26727	164
ONH89871	164
ONH93224	164
ONI26730	165
ONI26731	165
ONI23374	165
ONI10081	165
ONI11953	165
ONI13120	165
ONI13123	165
ONI13135	165
ONI03102	165
ONH95703	165
ONI31136	165
ONI23424	165
ONI25584	165
ONI18920	165
ONI07466	165
ONI08983	165
ONH94496	165
ONI26737	166
ONI05582	166
ONH93214	166
ONI26738	167
ONI30872	167
ONI30876	167
ONI30878	167
ONI31257	167
ONI19204	167
ONI22828	167
ONI18528	167
ONI26763	168
ONI26973	168
ONH93016	168
ONI26764	169
ONI09917	169
ONI10479	169
ONI26772	170
ONI33417	170
ONI17814	170
ONH93204	170
ONI26775	171
ONI20762	171
ONI18803	171
ONI15234	171
ONH97551	171
ONI16233	171
ONI07036	171
ONI07037	171
ONI07038	171
ONI07039	171
ONI07040	171
ONI04065	171
ONI16234	171
ONI07235	171
ONI03870	171
ONI03871	171
ONI04069	171
ONI09074	171
ONH99719	171
ONI03872	171
ONI03874	171
ONI03875	171
ONH97562	171
ONI26782	173
ONI32374	173
ONI32377	173
ONI32752	173
ONI34871	173
ONI36058	173
ONI24401	173
ONI25820	173
ONI17192	173
ONI17193	173
ONI17194	173
ONI17244	173
ONI19359	173
ONI12048	173
ONI06990	173
ONI06992	173
ONI06993	173
ONI06995	173
ONI06998	173
ONI07000	173
ONI09330	173
ONI00288	173
ONI03472	173
ONH95084	173
ONH95086	173
ONH95089	173
ONH95090	173
ONH95092	173
ONH97089	173
ONH97090	173
ONH92213	173
ONH92216	173
ONH95088	173
ONI06996	173
ONI26785	175
ONI27336	175
ONI33828	175
ONI20936	175
ONH97995	175
ONI06978	175
ONI26789	177
ONH93184	177
ONI17772	177
ONI04994	177
ONI26791	178
ONI11726	178
ONI26797	180
ONI10859	180
ONH94240	180
ONI26800	181
ONI31804	181
ONI05002	181
ONI26801	182
ONI24536	182
ONI24977	182
ONI15710	182
ONI15711	182
ONI04019	182
ONH97900	182
ONH93164	182
ONI26809	184
ONI07099	184
ONI26813	186
ONI02242	186
ONH95975	186
ONI26833	189
ONI19024	189
ONI08884	189
ONH93146	189
ONI31024	189
ONH92815	189
ONI26836	190
ONI23310	190
ONI05010	190
ONI26842	191
ONI26843	191
ONI26846	191
ONI26847	191
ONI11920	191
ONI26848	192
ONI25283	192
ONI25811	192
ONI09093	192
ONH98101	192
ONH94116	192
ONI13347	192
ONI26849	193
ONI31081	193
ONI08937	193
ONH99994	193
ONI34801	193
ONI26859	196
ONI28569	196
ONI10867	196
ONI26867	198
ONI26022	198
ONI26302	198
ONI32956	198
ONI32957	198
ONI16520	198
ONI13208	198
ONI32941	198
ONI26868	199
ONI31865	199
ONI26875	200
ONI36169	200
ONH99934	200
ONI05044	200
ONH93095	200
ONI34297	200
ONI14506	200
ONI14518	200
ONI14521	200
ONI14524	200
ONI14525	200
ONI03786	200
ONH97205	200
ONH93459	200
ONI26877	201
ONI10889	201
ONH95399	201
ONI26887	202
ONI26888	202
ONI26889	202
ONI26890	202
ONI26891	202
ONI26929	202
ONI27504	202
ONI27511	202
ONI28922	202
ONI28923	202
ONI30582	202
ONI30679	202
ONI30931	202
ONI34907	202
ONI34908	202
ONI35164	202
ONI35165	202
ONI35166	202
ONI35167	202
ONI35168	202
ONI35169	202
ONI35170	202
ONI35171	202
ONI35172	202
ONI35173	202
ONI35649	202
ONI35652	202
ONI35744	202
ONI35773	202
ONI21740	202
ONI21742	202
ONI22014	202
ONI23369	202
ONI24494	202
ONI24495	202
ONI24496	202
ONI17965	202
ONI17966	202
ONI17967	202
ONI17968	202
ONI17969	202
ONI17972	202
ONI17974	202
ONI17979	202
ONI17980	202
ONI17981	202
ONI17983	202
ONI17985	202
ONI17987	202
ONI17988	202
ONI17989	202
ONI17990	202
ONI17992	202
ONI19054	202
ONI19055	202
ONI19056	202
ONI19057	202
ONI12363	202
ONI12366	202
ONI13671	202
ONI13672	202
ONI13673	202
ONI13675	202
ONI13678	202
ONI05750	202
ONI07379	202
ONI08439	202
ONI08827	202
ONH99052	202
ONH99054	202
ONH99055	202
ONH99056	202
ONH99063	202
ONH99064	202
ONH99066	202
ONH99067	202
ONH99177	202
ONH99767	202
ONH99768	202
ONH99771	202
ONH99775	202
ONI00862	202
ONI01386	202
ONI02306	202
ONI02307	202
ONI02308	202
ONI02309	202
ONI02311	202
ONI02314	202
ONI02636	202
ONI03010	202
ONI03011	202
ONI03012	202
ONI03013	202
ONI03014	202
ONI03016	202
ONI03570	202
ONI03577	202
ONI03578	202
ONI03580	202
ONI03581	202
ONH96370	202
ONH96372	202
ONH96376	202
ONH96747	202
ONH98836	202
ONH90606	202
ONH90607	202
ONH90608	202
ONH90609	202
ONH91683	202
ONH91684	202
ONH91685	202
ONH91691	202
ONH91695	202
ONH91763	202
ONH91764	202
ONH92035	202
ONH92036	202
ONH92638	202
ONH92639	202
ONH92640	202
ONH92641	202
ONH89464	202
ONH89465	202
ONI29078	202
ONI29093	202
ONI32737	202
ONI21738	202
ONI21739	202
ONI21741	202
ONI21750	202
ONI23201	202
ONI23202	202
ONI25431	202
ONI17879	202
ONH99773	202
ONH99774	202
ONI02520	202
ONH95178	202
ONI21747	202
ONI12590	202
ONH91693	202
ONH91694	202
ONI19517	202
ONH99770	202
ONH91688	202
ONH99769	202
ONI27509	202
ONI28921	202
ONI29070	202
ONI29094	202
ONI31138	202
ONI35411	202
ONI23368	202
ONI25885	202
ONI17554	202
ONI17940	202
ONI19126	202
ONI08988	202
ONH99776	202
ONI02909	202
ONH96373	202
ONH96374	202
ONH96375	202
ONH91689	202
ONH91690	202
ONH91696	202
ONH91698	202
ONH89463	202
ONI27503	202
ONI27512	202
ONI29074	202
ONI19125	202
ONI10579	202
ONI02523	202
ONI02524	202
ONI17873	202
ONI17880	202
ONI07380	202
ONH99941	202
ONH96371	202
ONH91692	202
ONH90066	202
ONI35772	202
ONI17875	202
ONI17878	202
ONI17881	202
ONI19127	202
ONI11641	202
ONH94382	202
ONH96746	202
ONH99942	202
ONI34003	202
ONI35651	202
ONI17876	202
ONH97703	202
ONI17884	202
ONI34005	202
ONI19516	202
ONI21746	202
ONI23205	202
ONI02522	202
ONI02525	202
ONI17882	202
ONI12591	202
ONI13746	202
ONI19053	202
ONH89457	202
ONI05128	202
ONH92992	202
ONI26893	203
ONH93089	203
ONI26897	204
ONI28432	204
ONI23094	204
ONI23096	204
ONI18541	204
ONI13750	204
ONI05573	204
ONI06287	204
ONI07524	204
ONI26901	205
ONI29104	205
ONI22478	205
ONI22479	205
ONI16697	205
ONI10639	205
ONI11086	205
ONI13902	205
ONI06438	205
ONI06470	205
ONI06471	205
ONI06472	205
ONH93433	205
ONI26905	206
ONI32116	206
ONI33065	206
ONI20165	206
ONI12899	206
ONI04901	206
ONH97657	206
ONH93072	206
ONH93355	206
ONI10014	206
ONI26907	207
ONI33924	207
ONI34218	207
ONI01773	207
ONI01774	207
ONH98126	207
ONH89754	207
ONH89866	207
ONH93070	207
ONH93786	207
ONI06692	207
ONI06693	207
ONI08770	207
ONI26934	209
ONI31206	209
ONI15549	209
ONI11550	209
ONH98964	209
ONI00842	209
ONH93030	209
ONI26935	210
ONH94189	210
ONI26936	211
ONI31949	211
ONI04173	211
ONI26938	212
ONI28596	212
ONH98082	212
ONI16550	212
ONI26942	213
ONI26943	213
ONI24146	213
ONI24147	213
ONI24149	213
ONH99049	213
ONI00392	213
ONI26949	214
ONI31627	214
ONI14998	214
ONI18694	214
ONI19352	214
ONI12726	214
ONI03360	214
ONH94431	214
ONH98312	214
ONI26950	215
ONI31332	215
ONI07276	215
ONI05186	215
ONI26988	219
ONI30249	219
ONI30713	219
ONI30715	219
ONI36015	219
ONI36022	219
ONI36024	219
ONI36025	219
ONI23754	219
ONI24139	219
ONI19317	219
ONI19770	219
ONI09903	219
ONI09957	219
ONI08170	219
ONI08581	219
ONI03261	219
ONH96401	219
ONH92994	219
ONI09575	219
ONI26994	221
ONI26998	221
ONI27001	221
ONI05678	221
ONI26995	222
ONI11190	222
ONH97120	222
ONH92967	222
ONI27018	223
ONI30616	223
ONI13198	223
ONI08493	223
ONI27049	227
ONI14054	227
ONH93536	227
ONI35048	227
ONI27060	230
ONI30070	230
ONI33969	230
ONI19756	230
ONI27070	232
ONI10421	232
ONI01883	232
ONI02171	232
ONI02188	232
ONH94772	232
ONI16807	232
ONI27794	232
ONI04148	232
ONI04891	232
ONI05106	232
ONH98484	232
ONH92116	232
ONH93403	232
ONI01168	232
ONH94427	232
ONI27079	234
ONI27083	234
ONI27088	236
ONH97283	236
ONH93309	236
ONI27093	238
ONI17886	238
ONI04070	238
ONI11612	238
ONI27101	240
ONI25514	240
ONI27102	241
ONI30409	241
ONI30558	241
ONI21636	241
ONI23366	241
ONI24641	241
ONI16583	241
ONI16584	241
ONI16588	241
ONI16802	241
ONI16805	241
ONI17592	241
ONI17593	241
ONI18834	241
ONI18843	241
ONI12322	241
ONI12323	241
ONI12328	241
ONI12329	241
ONH99131	241
ONH99133	241
ONH99873	241
ONI03748	241
ONI03814	241
ONI03815	241
ONH95587	241
ONH95991	241
ONH89830	241
ONH92102	241
ONH93614	241
ONH94019	241
ONH94020	241
ONH94021	241
ONI28648	241
ONI24703	241
ONI25126	241
ONI16580	241
ONI16582	241
ONI18833	241
ONI10643	241
ONI12539	241
ONI07372	241
ONH90836	241
ONH92771	241
ONI19441	241
ONI12326	241
ONI14302	241
ONI24637	241
ONH97549	241
ONI27134	244
ONI27462	244
ONI27463	244
ONI27465	244
ONI27466	244
ONI27467	244
ONI28927	244
ONI29724	244
ONI30517	244
ONI31889	244
ONI22855	244
ONI17648	244
ONI17649	244
ONI17650	244
ONI17651	244
ONI17653	244
ONI17654	244
ONI18563	244
ONI10059	244
ONI10861	244
ONI05878	244
ONI00901	244
ONI02664	244
ONH96417	244
ONH98043	244
ONH92071	244
ONH92866	244
ONH92869	244
ONI27159	247
ONI22742	247
ONI27164	249
ONI27165	249
ONI31676	249
ONI19318	249
ONI09338	249
ONI05179	249
ONH94806	249
ONH89819	249
ONI27173	250
ONI27174	250
ONI30268	250
ONI32539	250
ONI32550	250
ONI33532	250
ONI23770	250
ONI16556	250
ONI16762	250
ONI16786	250
ONI16787	250
ONI16788	250
ONI16789	250
ONI16799	250
ONI16856	250
ONI10647	250
ONI10648	250
ONI10649	250
ONI10691	250
ONI12250	250
ONI06361	250
ONI06363	250
ONI06369	250
ONI06371	250
ONI07334	250
ONI08164	250
ONI02946	250
ONI04205	250
ONH97581	250
ONH91016	250
ONH91704	250
ONH92566	250
ONI06365	250
ONI14643	250
ONI06135	250
ONI16765	250
ONI27185	251
ONI14974	251
ONI16412	251
ONI27188	252
ONI28083	252
ONI27194	254
ONH95939	254
ONI27195	255
ONI27574	255
ONI21526	255
ONI24626	255
ONH99897	255
ONH95935	255
ONI27214	256
ONI23713	256
ONI27235	259
ONI09470	259
ONI27238	260
ONH91824	260
ONI27243	261
ONI27245	261
ONI27687	261
ONI31776	261
ONI34420	261
ONI35239	261
ONI35913	261
ONI18341	261
ONI02393	261
ONH98368	261
ONH98446	261
ONI31873	261
ONI27258	262
ONI02566	262
ONI27278	265
ONI16121	265
ONI17490	265
ONI27289	268
ONI31462	268
ONI31464	268
ONI31465	268
ONI31466	268
ONI33299	268
ONI36412	268
ONI15653	268
ONI17203	268
ONI18402	268
ONI19657	268
ONI09893	268
ONI09203	268
ONI09204	268
ONH94655	268
ONH94681	268
ONH99434	268
ONI34418	268
ONI01559	268
ONI27294	269
ONI03167	269
ONI27300	270
ONI33943	270
ONI27310	271
ONI10631	271
ONH99858	271
ONI03763	271
ONI03764	271
ONI27313	272
ONI32236	272
ONI33932	272
ONI34698	272
ONI01722	272
ONI02183	272
ONH97124	272
ONH97183	272
ONH97184	272
ONH92314	272
ONH92446	272
ONI22468	272
ONI15947	272
ONI11126	272
ONH97145	272
ONI07774	272
ONI27316	273
ONI35089	273
ONI23821	273
ONI24400	273
ONI15055	273
ONH98971	273
ONI00165	273
ONH91832	273
ONI33479	273
ONI09758	273
ONI27322	274
ONI30406	274
ONI12861	274
ONI27330	276
ONI27331	276
ONI27332	276
ONI29079	276
ONI29604	276
ONI29605	276
ONI29612	276
ONI29614	276
ONI14684	276
ONH97234	276
ONH92432	276
ONI28103	276
ONI29597	276
ONI27335	277
ONI35970	277
ONI27339	278
ONI27340	278
ONI28000	278
ONI28001	278
ONI28004	278
ONI31595	278
ONI32330	278
ONI32331	278
ONI32333	278
ONI32337	278
ONI32339	278
ONI35648	278
ONI35650	278
ONI24664	278
ONI14928	278
ONI15249	278
ONI15252	278
ONI15256	278
ONI15258	278
ONI15259	278
ONI15260	278
ONI15261	278
ONI15696	278
ONI17761	278
ONI18304	278
ONI18306	278
ONI18308	278
ONI18913	278
ONI10833	278
ONI10834	278
ONI10835	278
ONI10836	278
ONI10837	278
ONI10838	278
ONI13338	278
ONI13339	278
ONI13449	278
ONI07468	278
ONI07616	278
ONI08692	278
ONH99751	278
ONI01014	278
ONI05059	278
ONI05060	278
ONH95045	278
ONH96632	278
ONH97147	278
ONH97472	278
ONH89549	278
ONH90390	278
ONH90396	278
ONH93048	278
ONI15257	278
ONI30360	278
ONI32338	278
ONI21674	278
ONI19556	278
ONI10589	278
ONI04200	278
ONH96217	278
ONH96341	278
ONH97223	278
ONH97224	278
ONH92397	278
ONI34762	278
ONI34769	278
ONI30362	278
ONI34763	278
ONI34766	278
ONI34767	278
ONI34768	278
ONI34770	278
ONI23328	278
ONI14742	278
ONI19738	278
ONI19739	278
ONI10635	278
ONI10637	278
ONI10638	278
ONI13981	278
ONI08099	278
ONI04194	278
ONI04196	278
ONI04197	278
ONI04615	278
ONH93674	278
ONH93677	278
ONI15254	278
ONI21675	278
ONH93683	278
ONI13340	278
ONI21678	278
ONI21681	278
ONI21683	278
ONI10636	278
ONI10633	278
ONI01678	278
ONI27351	279
ONH99936	279
ONH95257	279
ONI27353	280
ONI23340	280
ONI16561	280
ONI19703	280
ONI07333	280
ONH96870	280
ONI27354	281
ONI27977	281
ONI28006	281
ONI28305	281
ONI28495	281
ONI29474	281
ONI30381	281
ONI30382	281
ONI30590	281
ONI31213	281
ONI31969	281
ONI32579	281
ONI32984	281
ONI34045	281
ONI35916	281
ONI24754	281
ONI24757	281
ONI24758	281
ONI25197	281
ONI25776	281
ONI16683	281
ONI18507	281
ONI18508	281
ONI19418	281
ONI19952	281
ONI09968	281
ONI10099	281
ONI10592	281
ONI11676	281
ONI11793	281
ONI12837	281
ONI14346	281
ONI06152	281
ONI08455	281
ONI08456	281
ONH99132	281
ONH99134	281
ONH99135	281
ONH99136	281
ONH99137	281
ONH99138	281
ONH99692	281
ONH99696	281
ONH99697	281
ONH99698	281
ONH99699	281
ONH99700	281
ONH99701	281
ONH99702	281
ONH99703	281
ONI01325	281
ONI02337	281
ONI02338	281
ONI02339	281
ONI02817	281
ONI03109	281
ONI03897	281
ONI03907	281
ONI04169	281
ONH94437	281
